domain,item_id,question,dataset,response_code,response_label,health_score,is_correct_option,count,percent
practice,p3,What type of toothbrush do you use?,observed,3,Hard,0.0,,1,0.99
practice,p3,What type of toothbrush do you use?,generated,0,Soft,3.0,,81,54.0
practice,p3,What type of toothbrush do you use?,generated,1,Ultrasoft,2.0,,26,17.33
practice,p3,What type of toothbrush do you use?,generated,2,Medium,1.0,,40,26.67
practice,p3,What type of toothbrush do you use?,generated,3,Hard,0.0,,3,2.0
practice,p4,When do you brush your teeth?,overall,0,Only morning,1.0,,111,44.22
practice,p4,When do you brush your teeth?,overall,1,Only night,1.0,,5,1.99
practice,p4,When do you brush your teeth?,overall,2,Both morning and night,3.0,,127,50.6
practice,p4,When do you brush your teeth?,overall,3,After lunch and breakfast,2.0,,8,3.19
practice,p4,When do you brush your teeth?,observed,0,Only morning,1.0,,45,44.55
practice,p4,When do you brush your teeth?,observed,1,Only night,1.0,,2,1.98
practice,p4,When do you brush your teeth?,observed,2,Both morning and night,3.0,,51,50.5
practice,p4,When do you brush your teeth?,observed,3,After lunch and breakfast,2.0,,3,2.97
practice,p4,When do you brush your teeth?,generated,0,Only morning,1.0,,66,44.0
practice,p4,When do you brush your teeth?,generated,1,Only night,1.0,,3,2.0
practice,p4,When do you brush your teeth?,generated,2,Both morning and night,3.0,,76,50.67
practice,p4,When do you brush your teeth?,generated,3,After lunch and breakfast,2.0,,5,3.33
practice,p5,For how long do you brush your teeth?,overall,0,Less than 1 minute,0.0,,20,7.97
practice,p5,For how long do you brush your teeth?,overall,1,1-3 minutes,3.0,,181,72.11
practice,p5,For how long do you brush your teeth?,overall,2,3-5 minutes,2.0,,36,14.34
practice,p5,For how long do you brush your teeth?,overall,3,More than 5 minutes,1.0,,14,5.58
practice,p5,For how long do you brush your teeth?,observed,0,Less than 1 minute,0.0,,9,8.91
practice,p5,For how long do you brush your teeth?,observed,1,1-3 minutes,3.0,,70,69.31
practice,p5,For how long do you brush your teeth?,observed,2,3-5 minutes,2.0,,16,15.84
practice,p5,For how long do you brush your teeth?,observed,3,More than 5 minutes,1.0,,6,5.94
practice,p5,For how long do you brush your teeth?,generated,0,Less than 1 minute,0.0,,11,7.33
practice,p5,For how long do you brush your teeth?,generated,1,1-3 minutes,3.0,,111,74.0
practice,p5,For how long do you brush your teeth?,generated,2,3-5 minutes,2.0,,20,13.33
practice,p5,For how long do you brush your teeth?,generated,3,More than 5 minutes,1.0,,8,5.33
practice,p6,Do you rinse your mouth with water after each meal?,overall,0,"Yes, everytime",3.0,,151,60.16
practice,p6,Do you rinse your mouth with water after each meal?,overall,1,Occasionally,2.0,,75,29.88
practice,p6,Do you rinse your mouth with water after each meal?,overall,2,Never,0.0,,13,5.18
practice,p6,Do you rinse your mouth with water after each meal?,overall,3,Only after dinner,1.0,,12,4.78
practice,p6,Do you rinse your mouth with water after each meal?,observed,0,"Yes, everytime",3.0,,60,59.41
practice,p6,Do you rinse your mouth with water after each meal?,observed,1,Occasionally,2.0,,30,29.7
practice,p6,Do you rinse your mouth with water after each meal?,observed,2,Never,0.0,,6,5.94
practice,p6,Do you rinse your mouth with water after each meal?,observed,3,Only after dinner,1.0,,5,4.95
practice,p6,Do you rinse your mouth with water after each meal?,generated,0,"Yes, everytime",3.0,,91,60.67
practice,p6,Do you rinse your mouth with water after each meal?,generated,1,Occasionally,2.0,,45,30.0
practice,p6,Do you rinse your mouth with water after each meal?,generated,2,Never,0.0,,7,4.67
practice,p6,Do you rinse your mouth with water after each meal?,generated,3,Only after dinner,1.0,,7,4.67
practice,p7,"Do you use any aids for cleaning your teeth, other than toothbrush and toothpaste?",overall,0,Tongue scraper,1.0,,105,41.83
practice,p7,"Do you use any aids for cleaning your teeth, other than toothbrush and toothpaste?",overall,1,Dental floss,2.0,,43,17.13
practice,p7,"Do you use any aids for cleaning your teeth, other than toothbrush and toothpaste?",overall,2,Toothpick,0.0,,73,29.08
practice,p7,"Do you use any aids for cleaning your teeth, other than toothbrush and toothpaste?",overall,3,Both scraper and floss,3.0,,30,11.95
practice,p7,"Do you use any aids for cleaning your teeth, other than toothbrush and toothpaste?",observed,0,Tongue scraper,1.0,,44,43.56
practice,p7,"Do you use any aids for cleaning your teeth, other than toothbrush and toothpaste?",observed,1,Dental floss,2.0,,17,16.83
practice,p7,"Do you use any aids for cleaning your teeth, other than toothbrush and toothpaste?",observed,2,Toothpick,0.0,,29,28.71
practice,p7,"Do you use any aids for cleaning your teeth, other than toothbrush and toothpaste?",observed,3,Both scraper and floss,3.0,,11,10.89
practice,p7,"Do you use any aids for cleaning your teeth, other than toothbrush and toothpaste?",generated,0,Tongue scraper,1.0,,61,40.67
practice,p7,"Do you use any aids for cleaning your teeth, other than toothbrush and toothpaste?",generated,1,Dental floss,2.0,,26,17.33
practice,p7,"Do you use any aids for cleaning your teeth, other than toothbrush and toothpaste?",generated,2,Toothpick,0.0,,44,29.33
practice,p7,"Do you use any aids for cleaning your teeth, other than toothbrush and toothpaste?",generated,3,Both scraper and floss,3.0,,19,12.67
practice,p8,How often do you change your toothbrush?,overall,0,Once in 3 months,3.0,,159,63.35
practice,p8,How often do you change your toothbrush?,overall,1,Once in 6 months,1.0,,53,21.12
practice,p8,How often do you change your toothbrush?,overall,2,Once in a year,0.0,,6,2.39
practice,p8,How often do you change your toothbrush?,overall,3,When bristles wear out,2.0,,33,13.15
practice,p8,How often do you change your toothbrush?,observed,0,Once in 3 months,3.0,,64,63.37
practice,p8,How often do you change your toothbrush?,observed,1,Once in 6 months,1.0,,21,20.79
practice,p8,How often do you change your toothbrush?,observed,2,Once in a year,0.0,,2,1.98
practice,p8,How often do you change your toothbrush?,observed,3,When bristles wear out,2.0,,14,13.86
practice,p8,How often do you change your toothbrush?,generated,0,Once in 3 months,3.0,,95,63.33
practice,p8,How often do you change your toothbrush?,generated,1,Once in 6 months,1.0,,32,21.33
practice,p8,How often do you change your toothbrush?,generated,2,Once in a year,0.0,,4,2.67
practice,p8,How often do you change your toothbrush?,generated,3,When bristles wear out,2.0,,19,12.67
practice,p9,When did you last visit your dentist?,overall,0,Never,0.0,,40,15.94
practice,p9,When did you last visit your dentist?,overall,1,0-6 months ago,3.0,,98,39.04
practice,p9,When did you last visit your dentist?,overall,2,7-12 months ago,2.0,,23,9.16
practice,p9,When did you last visit your dentist?,overall,3,More than a year,1.0,,90,35.86
practice,p9,When did you last visit your dentist?,observed,0,Never,0.0,,19,18.81
practice,p9,When did you last visit your dentist?,observed,1,0-6 months ago,3.0,,41,40.59
practice,p9,When did you last visit your dentist?,observed,2,7-12 months ago,2.0,,8,7.92
practice,p9,When did you last visit your dentist?,observed,3,More than a year,1.0,,33,32.67
practice,p9,When did you last visit your dentist?,generated,0,Never,0.0,,21,14.0
practice,p9,When did you last visit your dentist?,generated,1,0-6 months ago,3.0,,57,38.0
practice,p9,When did you last visit your dentist?,generated,2,7-12 months ago,2.0,,15,10.0
practice,p9,When did you last visit your dentist?,generated,3,More than a year,1.0,,57,38.0
practice,p10,Do you consume gutka/pan/alcohol/cigarettes?,overall,0,Yes,0.0,,15,5.98
practice,p10,Do you consume gutka/pan/alcohol/cigarettes?,overall,1,No,3.0,,203,80.88
practice,p10,Do you consume gutka/pan/alcohol/cigarettes?,overall,2,Sometimes,1.0,,22,8.76
practice,p10,Do you consume gutka/pan/alcohol/cigarettes?,overall,3,Have quit,2.0,,11,4.38
practice,p10,Do you consume gutka/pan/alcohol/cigarettes?,observed,0,Yes,0.0,,7,6.93
practice,p10,Do you consume gutka/pan/alcohol/cigarettes?,observed,1,No,3.0,,82,81.19
practice,p10,Do you consume gutka/pan/alcohol/cigarettes?,observed,2,Sometimes,1.0,,8,7.92
practice,p10,Do you consume gutka/pan/alcohol/cigarettes?,observed,3,Have quit,2.0,,4,3.96
practice,p10,Do you consume gutka/pan/alcohol/cigarettes?,generated,0,Yes,0.0,,8,5.33
practice,p10,Do you consume gutka/pan/alcohol/cigarettes?,generated,1,No,3.0,,121,80.67
practice,p10,Do you consume gutka/pan/alcohol/cigarettes?,generated,2,Sometimes,1.0,,14,9.33
practice,p10,Do you consume gutka/pan/alcohol/cigarettes?,generated,3,Have quit,2.0,,7,4.67
